x_t,y_t,x_t-1,y_t-1,a_x,a_y,direction
-3.392208990282928327e-01,-1.036118443055435545e+00,-2.730223763237400458e-01,-1.121918898152062916e+00,-8.550600830617172132e-01,5.705649128494031386e-01,0.000000000000000000e+00
-4.425317883033222377e-01,-9.340301362719862777e-01,-3.777285151467842939e-01,-1.035194760490319554e+00,-7.964839767303577567e-01,6.699230721759726892e-01,0.000000000000000000e+00
-5.413557290940529398e-01,-8.175134248791610103e-01,-4.784762541327058916e-01,-9.332592620879132106e-01,-7.317337741325506961e-01,7.640260212625812342e-01,0.000000000000000000e+00
-6.352954835785163956e-01,-6.874290669284556232e-01,-5.748483661357257635e-01,-8.169169558801022690e-01,-6.612511167178485305e-01,8.525150529904279573e-01,0.000000000000000000e+00
-7.239857646981116002e-01,-5.446874873589117039e-01,-6.664574688316389217e-01,-6.870273115137803810e-01,-5.854970791806562991e-01,9.350662368407532954e-01,0.000000000000000000e+00
-8.070943987115348772e-01,-3.902433074397544388e-01,-7.529473379589652904e-01,-5.444993911807226583e-01,-5.049495127847398734e-01,1.011391321608958505e+00,0.000000000000000000e+00
-8.843233015910429984e-01,-2.250897654906277023e-01,-8.339940410298353202e-01,-3.902863872486939112e-01,-4.201003589614063505e-01,1.081238444498857643e+00,0.000000000000000000e+00
-9.554092681586240365e-01,-5.025305851076953406e-02,-9.093068895017959452e-01,-2.253800513328915733e-01,-3.314529469987794741e-01,1.144392646959468518e+00,0.000000000000000000e+00
-1.020124573803483869e+00,1.332133658517472563e-01,-9.786292083354566351e-01,-5.080504439471524025e-02,-2.395192894425106078e-01,1.200676198570187037e+00,1.000000000000000000e+00
-9.353764054530533389e-01,-1.307369651025110623e-03,-1.041738922783325139e+00,1.323867627450668605e-01,1.917356425987017943e+00,-8.732557658518010912e-01,1.000000000000000000e+00
-8.474573008635117866e-01,-1.212831431259797088e-01,-9.590933623354409576e-01,-1.932618690265872768e-03,1.963115534794629857e+00,-7.783926220582767508e-01,1.000000000000000000e+00
-7.568632032860389547e-01,-2.264127369307611659e-01,-8.733555367952633430e-01,-1.217288093678687566e-01,2.001717791656361989e+00,-6.815649181328486961e-01,1.000000000000000000e+00
-6.640933561743945779e-01,-3.164740180761318467e-01,-7.850090850277011700e-01,-2.267010425156351094e-01,2.033115572048243447e+00,-5.832884490845529069e-01,1.000000000000000000e+00
-5.696477796452563691e-01,-3.913234580421752207e-01,-6.945408642219893514e-01,-3.166275176386504353e-01,2.057297668112310518e+00,-4.840758781339445371e-01,1.000000000000000000e+00
-4.740247933333459063e-01,-4.508952751661667313e-01,-6.024384889612204308e-01,-3.913649210541470524e-01,2.074288619143267454e+00,-3.844342751021186388e-01,1.000000000000000000e+00
-3.777185969135213317e-01,-4.952002113351081092e-01,-5.091879155356053843e-01,-4.508475695630707603e-01,2.084147879408703385e+00,-2.848627313230642777e-01,1.000000000000000000e+00
-2.812169190537822105e-01,-5.243239562828442279e-01,-4.152710824919801924e-01,-4.950861889736928312e-01,2.086968830637110806e+00,-1.858500612989096856e-01,1.000000000000000000e+00
-1.849987450120436083e-01,-5.384252342618854881e-01,-3.211636179164486515e-01,-5.241663407572793032e-01,2.082877647126306631e+00,-8.787260068682575809e-02,1.000000000000000000e+00
-8.953213249912524152e-02,-5.377335692283411461e-01,-2.273326234096375020e-01,-5.382465115838317438e-01,2.072032021992406658e+00,8.607890458386528373e-03,1.000000000000000000e+00
-6.495717001006269531e-02,-5.131703802814894244e-01,-1.342345441382752080e-01,-5.375558818521483095e-01,1.049009645515315725e+00,1.642994488981842360e-01,0.000000000000000000e+00
-1.552560304179416983e-01,-4.592401438585821949e-01,-1.102692881637018091e-01,-5.130294597129211320e-01,-6.087101459621194754e-01,3.558331526083948759e-01,0.000000000000000000e+00
-2.427411921211697909e-01,-3.922606340515079060e-01,-1.983278276162127318e-01,-4.591799474432171069e-01,-5.681062563001655352e-01,4.409413223702497442e-01,0.000000000000000000e+00
-3.270379424830983095e-01,-3.128212836162247990e-01,-2.836424764230189299e-01,-3.923006942745291825e-01,-5.220949679966044865e-01,5.222051751666743069e-01,0.000000000000000000e+00
-4.077947227730415181e-01,-2.215611376410819011e-01,-3.658478185938338623e-01,-3.129802506848347599e-01,-4.710104101610690930e-01,5.993011362910096729e-01,0.000000000000000000e+00
-4.846843981906327481e-01,-1.191647201270954748e-01,-4.446010175943300724e-01,-2.218567052234977910e-01,-4.152050393555032914e-01,6.719325894562085955e-01,0.000000000000000000e+00
-5.574053823732759705e-01,-6.357758922383792421e-03,-5.195830548611031219e-01,-1.196135572785531342e-01,-3.550475396705538578e-01,7.398308006177958251e-01,0.000000000000000000e+00
-6.256826137463287196e-01,1.160972071235720215e-01,-5.904998264100158600e-01,-6.975448410168484659e-03,-2.909206846994203954e-01,8.027556861434597124e-01,0.000000000000000000e+00
-6.892683818575989774e-01,2.474053148152335901e-01,-6.570830949630658280e-01,1.152962239197711236e-01,-2.232191726933033527e-01,8.604964246448599807e-01,0.000000000000000000e+00
-7.479430026132719567e-01,3.867439331204703956e-01,-7.190912957814666884e-01,2.464077862872289526e-01,-1.523474460899349459e-01,9.128719125707853710e-01,0.000000000000000000e+00
-8.015153420978226029e-01,5.332672657115474779e-01,-7.763101951489244090e-01,3.855378389951820695e-01,-7.871750646119708705e-02,9.597310644275959257e-01,0.000000000000000000e+00
-8.498231894122314500e-01,6.861109759624891558e-01,-8.285534011955424383e-01,5.318418517254083211e-01,-2.746735728237970943e-03,1.000952959241099283e+00,0.000000000000000000e+00
-8.927334796994869093e-01,8.443968111862164561e-01,-8.756627274858946874e-01,6.844567816130359139e-01,7.514426575403652941e-02,1.036446835598310523e+00,0.000000000000000000e+00
-9.301423692406577404e-01,1.007237203360658473e+00,-9.175084105112507604e-01,8.425056905620051939e-01,1.545338139352178120e-01,1.066151938307078550e+00,0.000000000000000000e+00
-9.619751651956155447e-01,1.173739824161484258e+00,-9.539891829225091158e-01,1.005102339084695373e+00,2.350012386616375237e-01,1.090037220381032457e+00,0.000000000000000000e+00
-9.881861132268808801e-01,1.343012072785510158e+00,-9.850322050140568608e-01,1.171355734516567271e+00,3.161289345348938240e-01,1.108100904696214695e+00,0.000000000000000000e+00
-1.008758046880279480e+00,1.514165475807883521e+00,-1.010592857616683826e+00,1.340374612122082976e+00,3.975043558700213087e-01,1.120369910269893410e+00,0.000000000000000000e+00
-1.023701903199618624e+00,1.686319979162281157e+00,-1.030654400177127394e+00,1.511271828366069547e+00,4.787219470440025049e-01,1.126899148680204243e+00,0.000000000000000000e+00
-1.033056109622036312e+00,1.858608113260685091e+00,-1.045227498390384202e+00,1.683168646469573204e+00,5.593850000170828007e-01,1.127770696674601947e+00,0.000000000000000000e+00
-1.036885847733963528e+00,2.030179013271601107e+00,-1.054349626306225751e+00,1.855198895295177675e+00,6.391074313311860822e-01,1.123092851504234879e+00,0.000000000000000000e+00
-1.035282199962843208e+00,2.200202277646550186e+00,-1.058084348351427950e+00,2.026512983607567264e+00,7.175154714391844823e-01,1.112999075969179019e+00,0.000000000000000000e+00
-1.028361185735159111e+00,2.367871649117430977e+00,-1.056520487192125657e+00,2.196281752824477795e+00,7.942492597931375409e-01,1.097646840562434223e+00,0.000000000000000000e+00
